task_id,year,status,reason,minimum_successful_cost_usd,calibration_label
humaneval:66,2026,UNASSESSED_PENDING_S1_3,MODEL_AND_HISTORICAL_SNAPSHOT_EVIDENCE_NOT_YET_POPULATED,,EXPLORATORY_PIPELINE_CALIBRATION_NOT_CONFIRMATORY_EVIDENCE
humaneval:89,2024,UNASSESSED_PENDING_S1_3,MODEL_AND_HISTORICAL_SNAPSHOT_EVIDENCE_NOT_YET_POPULATED,,EXPLORATORY_PIPELINE_CALIBRATION_NOT_CONFIRMATORY_EVIDENCE
humaneval:89,2025,UNASSESSED_PENDING_S1_3,MODEL_AND_HISTORICAL_SNAPSHOT_EVIDENCE_NOT_YET_POPULATED,,EXPLORATORY_PIPELINE_CALIBRATION_NOT_CONFIRMATORY_EVIDENCE
humaneval:89,2026,UNASSESSED_PENDING_S1_3,MODEL_AND_HISTORICAL_SNAPSHOT_EVIDENCE_NOT_YET_POPULATED,,EXPLORATORY_PIPELINE_CALIBRATION_NOT_CONFIRMATORY_EVIDENCE
humaneval:53,2024,UNASSESSED_PENDING_S1_3,MODEL_AND_HISTORICAL_SNAPSHOT_EVIDENCE_NOT_YET_POPULATED,,EXPLORATORY_PIPELINE_CALIBRATION_NOT_CONFIRMATORY_EVIDENCE
humaneval:53,2025,UNASSESSED_PENDING_S1_3,MODEL_AND_HISTORICAL_SNAPSHOT_EVIDENCE_NOT_YET_POPULATED,,EXPLORATORY_PIPELINE_CALIBRATION_NOT_CONFIRMATORY_EVIDENCE
humaneval:53,2026,UNASSESSED_PENDING_S1_3,MODEL_AND_HISTORICAL_SNAPSHOT_EVIDENCE_NOT_YET_POPULATED,,EXPLORATORY_PIPELINE_CALIBRATION_NOT_CONFIRMATORY_EVIDENCE
humaneval:52,2024,UNASSESSED_PENDING_S1_3,MODEL_AND_HISTORICAL_SNAPSHOT_EVIDENCE_NOT_YET_POPULATED,,EXPLORATORY_PIPELINE_CALIBRATION_NOT_CONFIRMATORY_EVIDENCE
humaneval:52,2025,UNASSESSED_PENDING_S1_3,MODEL_AND_HISTORICAL_SNAPSHOT_EVIDENCE_NOT_YET_POPULATED,,EXPLORATORY_PIPELINE_CALIBRATION_NOT_CONFIRMATORY_EVIDENCE
humaneval:52,2026,UNASSESSED_PENDING_S1_3,MODEL_AND_HISTORICAL_SNAPSHOT_EVIDENCE_NOT_YET_POPULATED,,EXPLORATORY_PIPELINE_CALIBRATION_NOT_CONFIRMATORY_EVIDENCE
